# time [s],Power [W]
374,-1.589694356
374.25,-1.378077932
374.5,-1.311430623
374.75,-1.244681919
375,-1.177836182
375.25,-0.826055375
375.5,-0.788961975
375.75,-0.751819179
376,-0.714628883
376.25,-0.438505916
376.5,-0.422459021
376.75,-0.406392231
377,-0.390306141
377.25,-0.270074146
377.5,-0.261301435
377.75,-0.252518321
378,-0.243725069
378.25,-0.14282753
378.5,-0.139188349
378.75,-0.135544613
379,-0.131896413
379.25,-0.107339457
379.5,-0.104635959
379.75,-0.101929127
380,-0.099219023
380.25,-0.152246918
380.5,-0.1462554
380.75,-0.140258136
381,-0.134255287
381.25,-0.143546765
381.5,-0.136166147
381.75,-0.128779494
382,-0.121387015
382.25,-0.113988922
382.5,-0.106585423
382.75,-0.099176728
383,-0.091763046
383.25,-0.101412843
383.5,-0.090838882
383.75,-0.080259084
384,-0.069673784
384.25,-0.059083313
384.5,-0.048488005
384.75,-0.037888193
385,-0.02728421
385.25,-0.011244456
385.5,-0.007497684
385.75,-0.003749502
386,0
386.25,0
386.5,0
386.75,0
387,0
387.25,0
387.5,0
387.75,0
388,0
388.25,0
388.5,0
388.75,0
389,0
389.25,0
389.5,0
389.75,0
390,0
390.25,0
390.5,0
390.75,0
391,0
391.25,0.003944813
391.5,0.007890205
391.75,0.011836197
392,0.015782812
392.25,0.067964178
392.5,0.0981819
392.75,0.128407678
393,0.15864224
393.25,0.331623918
393.5,0.412358074
393.75,0.493126295
394,0.573932072
394.25,0.860102324
394.5,0.992951804
394.75,1.125885472
395,1.258910936
395.25,1.596816805
395.5,1.769082861
395.75,1.941501453
396,2.114083935
396.25,2.460094121
396.5,2.658915656
396.75,2.857967914
397,3.057265
397.25,3.256821018
397.5,3.456650072
397.75,3.656766267
398,3.857183706
398.25,3.143352041
398.5,3.264609545
398.75,3.38606553
399,3.507726369
399.25,1.696065059
399.5,1.721215792
399.75,1.746405516
400,1.771634718
400.25,0.339926071
400.5,0.339926071
400.75,0.339926071
401,0.339926071
401.25,-0.255698629
401.5,-0.254282232
401.75,-0.252859086
402,-0.251429231
402.25,-0.850565564
402.5,-0.837402438
402.75,-0.824205475
403,-0.810975173
403.25,-0.859378945
403.5,-0.844088148
403.75,-0.828761467
404,-0.813399498
404.25,-0.626550584
404.5,-0.616718992
404.75,-0.606864537
405,-0.596987554
405.25,-0.640544465
405.5,-0.628887749
405.75,-0.61720637
406,-0.60550074
406.25,-0.692064059
406.5,-0.676416557
406.75,-0.660739623
407,-0.645033852
407.25,-0.62929984
407.5,-0.613538184
407.75,-0.59774948
408,-0.581934323
408.25,-0.325387746
408.5,-0.319637906
408.75,-0.313877564
409,-0.30810688
409.25,0.003212001
409.5,0.003120012
409.75,0.003029121
410,0.002939322
410.25,0.225475193
410.5,0.225904598
410.75,0.226334124
411,0.226763772
411.25,0.283749288
411.5,0.284809172
411.75,0.285869546
412,0.28693041
412.25,0.345547297
412.5,0.347440232
412.75,0.349334284
413,0.351229458
413.25,0.412081061
413.5,0.415011198
413.75,0.417943359
414,0.420877557
414.25,0.791342336
414.5,0.804691872
414.75,0.818054561
415,0.83143058
415.25,1.176590556
415.5,1.204201061
415.75,1.231843154
416,1.259517434
416.25,1.141915386
416.5,1.163354707
416.75,1.184819433
417,1.206309955
417.25,0.537020577
417.5,0.540045535
417.75,0.543072994
418,0.546102967
418.25,0.011833044
418.5,0.011658973
418.75,0.011486313
419,0.011315058
419.25,-0.447616036
419.5,-0.440683185
419.75,-0.433735424
420,-0.426772962
420.25,-0.326155728
420.5,-0.32169871
420.75,-0.317231872
421,-0.312755335
421.25,-0.040483462
421.5,-0.040327898
421.75,-0.040170818
422,-0.040012228
422.25,0.330865775
422.5,0.331948527
422.75,0.33303183
423,0.334115686
423.25,0.73633106
423.5,0.745474674
423.75,0.754627341
424,0.763789152
424.25,1.562259611
424.5,1.604981826
424.75,1.647758566
425,1.690591046
425.25,3.046356383
425.5,3.18153532
425.75,3.316922747
426,3.45252627
426.25,4.874829346
426.5,5.123923227
426.75,5.373477088
427,5.623510548
427.25,5.160799489
427.5,5.355216212
427.75,5.550041434
428,5.745288298
428.25,2.756357087
428.5,2.797104532
428.75,2.837933905
429,2.87884624
429.25,0.611220244
429.5,0.611798107
429.75,0.61237623
430,0.612954612
430.25,-0.311927509
430.5,-0.31085917
430.75,-0.309782202
431,-0.308696648
431.25,-0.48528514
431.5,-0.48263339
431.75,-0.479967692
432,-0.477288132
432.25,-0.215260934
432.5,-0.214690257
432.75,-0.214113512
433,-0.213530725
433.25,0.187414514
433.5,0.186902541
433.75,0.186391543
434,0.185881518
434.25,-0.127620408
434.5,-0.127460876
434.75,-0.127297222
435,-0.127129459
435.25,-0.870454063
435.5,-0.861324709
435.75,-0.852163931
436,-0.842972064
436.25,-1.685251188
436.5,-1.649881438
436.75,-1.614417401
437,-1.578860973
437.25,-2.37111256
437.5,-2.287805066
437.75,-2.204311641
438,-2.120638433
438.25,-2.666990768
438.5,-2.52184128
438.75,-2.376426397
439,-2.230759536
439.25,-2.300163964
439.5,-2.120673892
439.75,-1.940929096
440,-1.760947641
440.25,-1.552457063
440.5,-1.379017296
440.75,-1.205401222
441,-1.0316259
441.25,-0.662345731
441.5,-0.566476665
441.75,-0.470542011
442,-0.374548968
442.25,-0.191545441
442.5,-0.153870854
442.75,-0.116179022
443,-0.078471842
443.25,-0.022670577
443.5,-0.016591211
443.75,-0.010509564
444,-0.004425797
444.25,0.000539386
444.5,0.000359499
444.75,0.000179704
445,0
445.25,0
445.5,0
445.75,0
446,0
446.25,0
446.5,0
446.75,0
447,0
447.25,0
447.5,0
447.75,0
448,0
448.25,0
448.5,0
448.75,0
449,0
449.25,0
449.5,0
449.75,0
450,0
450.25,0
450.5,0
450.75,0
451,0
451.25,0
451.5,0
451.75,0
452,0
452.25,0
452.5,0
452.75,0
453,0
453.25,0
453.5,0
453.75,0
454,0
454.25,0
454.5,0
454.75,0
455,0
455.25,0
455.5,0
455.75,0
456,0
456.25,0
456.5,0
456.75,0
457,0
457.25,0
457.5,0
457.75,0
458,0
458.25,0
458.5,0
458.75,0
459,0
459.25,0
459.5,0
459.75,0
460,0
460.25,0
460.5,0
460.75,0
461,0
461.25,0
461.5,0
461.75,0
462,0
462.25,0
462.5,0
462.75,0
463,0
463.25,0
463.5,0
463.75,0
464,0
464.25,0
464.5,0
464.75,0
465,0
465.25,0
465.5,0
465.75,0
466,0
466.25,0
466.5,0
466.75,0
467,0
467.25,0
467.5,0
467.75,0
468,0
468.25,0
468.5,0
468.75,0
469,0
469.25,0
469.5,0
469.75,0
470,0
470.25,0
470.5,0
470.75,0
471,0
471.25,0
471.5,0
471.75,0
472,0
472.25,0
472.5,0
472.75,0
473,0
473.25,0
473.5,0
473.75,0
474,0
474.25,0
474.5,0
474.75,0
475,0
475.25,0
475.5,0
475.75,0
476,0
476.25,0
476.5,0
476.75,0
477,0
477.25,0
477.5,0
477.75,0
478,0
478.25,0
478.5,0
478.75,0
479,0
479.25,0
479.5,0
479.75,0
480,0
480.25,0
480.5,0
480.75,0
481,0
481.25,0
481.5,0
481.75,0
482,0
482.25,0
482.5,0
482.75,0
483,0
483.25,0
483.5,0
483.75,0
484,0
484.25,0
484.5,0
484.75,0
485,0
485.25,0
485.5,0
485.75,0
486,0
486.25,0
486.5,0
486.75,0
487,0
487.25,0
487.5,0
487.75,0
488,0
488.25,0
488.5,0
488.75,0
489,0
489.25,0
489.5,0
489.75,0
490,0
490.25,0
490.5,0
490.75,0
491,0
491.25,0
491.5,0
491.75,0
492,0
492.25,0
492.5,0
492.75,0
493,0
493.25,0
493.5,0
493.75,0
494,0
494.25,0
494.5,0
494.75,0
495,0
495.25,0
495.5,0
495.75,0
496,0
496.25,0
496.5,0
496.75,0
497,0
497.25,0
497.5,0
497.75,0
498,0
498.25,0
498.5,0
498.75,0
499,0
499.25,0
499.5,0
499.75,0
500,0
500.25,0
500.5,0
500.75,0
501,0
501.25,0
501.5,0
501.75,0
502,0
502.25,0
502.5,0
502.75,0
503,0
503.25,0
503.5,0
503.75,0
504,0
504.25,0
504.5,0
504.75,0
505,0
505.25,0
505.5,0
505.75,0
506,0
506.25,0
506.5,0
506.75,0
507,0
507.25,0
507.5,0
507.75,0
508,0
508.25,0
508.5,0
508.75,0
509,0
509.25,0
509.5,0
509.75,0
510,0
510.25,0
510.5,0
510.75,0
511,0
511.25,0.003944813
511.5,0.007890205
511.75,0.011836197
512,0.015782812
512.25,0.091496784
512.5,0.137262073
512.75,0.183040518
513,0.228833539
513.25,0.618470144
513.5,0.798463248
513.75,0.978548023
514,1.158736696
514.25,1.73457869
514.5,2.020615547
514.75,2.306889085
515,2.593424245
515.25,2.764946502
515.5,3.031031338
515.75,3.297425471
516,3.564151074
516.25,2.841270461
516.5,2.991039947
516.75,3.14102106
517,3.291222786
517.25,1.432445946
517.5,1.45721426
517.75,1.482016419
518,1.506852909
518.25,0.282070902
518.5,0.282070902
518.75,0.282070902
519,0.282070902
519.25,-0.165168819
519.5,-0.164250932
519.75,-0.163328723
520,-0.162402219
520.25,-0.39089196
520.5,-0.386594469
520.75,-0.382285361
521,-0.377964759
521.25,-0.427909403
521.5,-0.42237868
521.75,-0.416834518
522,-0.411277079
522.25,-0.558685664
522.5,-0.548703987
522.75,-0.53870173
523,-0.528679227
523.25,-0.935715461
523.5,-0.905015922
523.75,-0.874265588
524,-0.843465936
524.25,-1.313716161
524.5,-1.233335327
524.75,-1.152848605
525,-1.072261658
525.25,-1.182906962
525.5,-1.065842503
525.75,-0.948662419
526,-0.831376358
526.25,-0.604973082
526.5,-0.523856026
526.75,-0.442682771
527,-0.361458977
527.25,-0.163316914
527.5,-0.140016803
527.75,-0.116704783
528,-0.093381822
528.25,-0.033904675
528.5,-0.029067292
528.75,-0.02422766
529,-0.019385899
529.25,-0.014542131
529.5,-0.009696478
529.75,-0.00484906
530,0
530.25,0
530.5,0
530.75,0
531,0
531.25,0
531.5,0
531.75,0
532,0
532.25,0.000978649
532.5,0.001957388
532.75,0.002936219
533,0.003915144
533.25,0.023192216
533.5,0.036080276
533.75,0.048971058
534,0.061864738
534.25,0.155571793
534.5,0.201355898
534.75,0.247155147
535,0.292970958
535.25,0.338804752
535.5,0.384657946
535.75,0.43053196
536,0.476428214
536.25,0.783003403
536.5,0.881911029
536.75,0.980881466
537,1.079919503
537.25,1.914440024
537.5,2.159544398
537.75,2.404873329
538,2.650446436
538.25,3.524771821
538.5,3.880203012
538.75,4.236088586
539,4.592463153
539.25,3.666081219
539.5,3.866513013
539.75,4.067260811
540,4.268338719
540.25,1.617268306
540.5,1.642299665
540.75,1.667368484
541,1.692475252
541.25,0.322285335
541.5,0.322285335
541.75,0.322285335
542,0.322285335
542.25,0.126150674
542.5,0.125758212
542.75,0.125366532
543,0.124975632
543.25,-0.245017449
543.5,-0.243551903
543.75,-0.242079916
544,-0.24060153
544.25,-0.619377829
544.5,-0.61126615
544.75,-0.603133076
545,-0.594978875
545.25,-1.115941972
545.5,-1.08851279
545.75,-1.061026446
546,-1.033484234
546.25,-0.690484162
546.5,-0.676947794
546.75,-0.663383554
547,-0.649791937
547.25,-0.489760812
547.5,-0.481344135
547.75,-0.472910246
548,-0.464459412
548.25,-0.273088999
548.5,-0.269679626
548.75,-0.266262437
549,-0.262837519
549.25,-0.259404961
549.5,-0.255964851
549.75,-0.252517279
550,-0.249062331
550.25,-0.163177457
550.5,-0.161437106
550.75,-0.159692429
551,-0.15794347
551.25,-0.037275882
551.5,-0.037092825
551.75,-0.036908398
552,-0.03672261
552.25,-0.113760013
552.5,-0.112656143
552.75,-0.111549279
553,-0.110439447
553.25,-0.03538462
553.5,-0.035188219
553.75,-0.034990526
554,-0.034791548
554.25,0.055136203
554.5,0.054883363
554.75,0.054630986
555,0.054379071
555.25,0.159040808
555.5,0.159040808
555.75,0.159040808
556,0.159040808
556.25,0.264753404
556.5,0.265804726
556.75,0.266856511
557,0.267908761
557.25,0.431428891
557.5,0.435562519
557.75,0.439699108
558,0.443838678
558.25,0.56129163
558.5,0.568496183
558.75,0.575706746
559,0.582923379
559.25,1.382547271
559.5,1.429217392
559.75,1.475940405
560,1.522717732
560.25,0.53823672
560.5,0.542453105
560.75,0.546673017
561,0.550896478
561.25,0.211345041
561.5,0.211345041
561.75,0.211345041
562,0.211345041
562.25,0.211345041
562.5,0.211345041
562.75,0.211345041
563,0.211345041
563.25,-0.584873169
563.5,-0.571133782
563.75,-0.557370374
564,-0.54358344
564.25,-1.92056538
564.5,-1.740558271
564.75,-1.560334609
565,-1.379912458
565.25,-1.199309879
565.5,-1.018544937
565.75,-0.837635692
566,-0.656600209
566.25,-0.443371783
566.5,-0.295638609
566.75,-0.147843542
567,0
567.25,0
567.5,0
567.75,0
568,0
568.25,0
568.5,0
568.75,0
569,0
569.25,0
569.5,0
569.75,0
570,0
570.25,0
570.5,0
570.75,0
571,0
571.25,0
571.5,0
571.75,0
572,0
572.25,0
572.5,0
572.75,0
573,0
573.25,0
573.5,0
573.75,0
574,0
574.25,0
574.5,0
574.75,0
575,0
575.25,0
575.5,0
575.75,0
576,0
576.25,0
576.5,0
576.75,0
577,0
577.25,0
577.5,0
577.75,0
578,0
578.25,0
578.5,0
578.75,0
579,0
579.25,0
579.5,0
579.75,0
580,0
580.25,0
580.5,0
580.75,0
581,0
581.25,0
581.5,0
581.75,0
582,0
582.25,0
582.5,0
582.75,0
583,0
583.25,0
583.5,0
583.75,0
584,0
584.25,0
584.5,0
584.75,0
585,0
585.25,0
585.5,0
585.75,0
586,0
586.25,0
586.5,0
586.75,0
587,0
587.25,0
587.5,0
587.75,0
588,0
588.25,0
588.5,0
588.75,0
589,0
589.25,0
589.5,0
589.75,0
590,0
590.25,0
590.5,0
590.75,0
591,0
591.25,0
591.5,0
591.75,0
592,0
592.25,0
592.5,0
592.75,0
593,0
593.25,0
593.5,0
593.75,0
594,0
594.25,0
594.5,0
594.75,0
595,0
595.25,0
595.5,0
595.75,0
596,0
596.25,0
596.5,0
596.75,0
597,0
597.25,0
597.5,0
597.75,0
598,0
598.25,0
598.5,0
598.75,0
599,0
599.25,0
599.5,0
599.75,0
600,0
600.25,0.012883608
600.5,0.025769619
600.75,0.038658209
601,0.051549556
601.25,0.070826706
601.5,0.086112919
601.75,0.101403155
602,0.11669765
602.25,0.331623918
602.5,0.412358074
602.75,0.493126295
603,0.573932072
603.25,1.078212864
603.5,1.275817163
603.75,1.473553784
604,1.671436831
604.25,2.237906561
604.5,2.513809823
604.75,2.789985968
605,3.066458527
605.25,3.681994036
605.5,4.014321137
605.75,4.347096301
606,4.680350681
606.25,5.104868336
606.5,5.450852093
606.75,5.797430316
607,6.144635857
607.25,5.701732709
607.5,5.972417734
607.75,6.243655089
608,6.515466946
608.25,5.866767934
608.5,6.071397646
608.75,6.276496868
609,6.482079707
609.25,6.244732879
609.5,6.424877157
609.75,6.605474835
610,6.786537267
610.25,7.131710302
610.5,7.322400529
610.75,7.513615419
611,7.705367197
611.25,6.820277784
611.5,6.963837782
611.75,7.107813149
612,7.252211492
612.25,4.334736904
612.5,4.383072621
612.75,4.431537661
613,4.480133241
613.25,1.590211893
613.5,1.594473056
613.75,1.598740082
614,1.603012982
614.25,0.434816215
614.5,0.433878917
614.75,0.432943087
615,0.432008725
615.25,0.62518628
615.5,0.624620147
615.75,0.62405438
616,0.623488978
616.25,0.429214425
616.5,0.428285916
616.75,0.427358867
617,0.426433277
617.25,0.040294134
617.5,0.039252084
617.75,0.038215841
618,0.037185391
618.25,-0.496158611
618.5,-0.495354819
618.75,-0.494535331
619,-0.493700208
619.25,-0.875499568
619.5,-0.872042594
619.75,-0.868556503
620,-0.865041456
620.25,-0.737100294
620.5,-0.734539157
620.75,-0.731954465
621,-0.729346339
621.25,-0.116383126
621.5,-0.116772068
621.75,-0.117155212
622,-0.117532574
622.25,0.53710487
622.5,0.536596397
622.75,0.53608826
623,0.53558046
623.25,1.068094264
623.5,1.069710757
623.75,1.071328599
624,1.072947792
624.25,1.791270978
624.5,1.798545715
624.75,1.805832697
625,1.813131962
625.25,1.820443549
625.5,1.827767496
625.75,1.835103841
626,1.842452624
626.25,1.297556383
626.5,1.300339761
626.75,1.303126267
627,1.305915906
627.25,0.754644161
627.5,0.754644161
627.75,0.754644161
628,0.754644161
628.25,0.754644161
628.5,0.754644161
628.75,0.754644161
629,0.754644161
629.25,0.93913225
629.5,0.93986344
629.75,0.940594978
630,0.941326866
630.25,1.86950518
630.5,1.876912507
630.75,1.884332487
631,1.89176516
631.25,2.654390196
631.5,2.670836556
631.75,2.687318632
632,2.703836603
632.25,3.107199187
632.5,3.129517466
632.75,3.151888303
633,3.174312002
633.25,3.594020402
633.5,3.62311777
633.75,3.652288482
634,3.681533024
634.25,3.506522363
634.5,3.532510727
634.75,3.55856395
635,3.584682422
635.25,2.98343907
635.5,3.000617822
635.75,3.017835768
636,3.035093085
636.25,1.77887573
636.5,1.783399226
636.75,1.787929073
637,1.792465282
637.25,0.945584051
637.5,0.945584051
637.75,0.945584051
638,0.945584051
638.25,0.733228434
638.5,0.732593523
638.75,0.731959011
639,0.731324896
639.25,0.518936759
639.5,0.517871047
639.75,0.516806922
640,0.515744384
640.25,0.725635732
640.5,0.725005586
640.75,0.724375835
641,0.723746479
641.25,1.990627769
641.5,1.996784455
641.75,2.002951073
642,2.009127644
642.25,3.517219539
642.5,3.54053074
642.75,3.563900017
643,3.587327674
643.25,2.951500133
643.5,2.966446076
643.75,2.98142529
644,2.996437903
644.25,1.676599739
644.5,1.679817492
644.75,1.683038981
645,1.68626421
645.25,1.912676928
645.5,1.917389199
645.75,1.92210815
646,1.926833793
646.25,1.931566138
646.5,1.936305196
646.75,1.94105098
647,1.945803501
647.25,1.950562769
647.5,1.955328797
647.75,1.960101595
648,1.964881175
648.25,1.513872475
648.5,1.51586704
648.75,1.517863305
649,1.519861273
649.25,0.8372625
649.5,0.836563333
649.75,0.835864592
650,0.835166276
650.25,-0.51507659
650.5,-0.515043413
650.75,-0.514991745
651,-0.514921648
651.25,-2.032382175
651.5,-2.019770639
651.75,-2.007067534
652,-1.994273568
652.25,-2.419170872
652.5,-2.39970603
652.75,-2.380120727
653,-2.360416086
653.25,-2.200563131
653.5,-2.182946685
653.75,-2.165224955
654,-2.147398914
654.25,-3.335447794
654.5,-3.291375419
654.75,-3.247091686
655,-3.202599554
655.25,-4.52935126
655.5,-4.437210052
655.75,-4.344693525
656,-4.251809444
656.25,-4.158565574
656.5,-4.064969681
656.75,-3.971029529
657,-3.876752882
657.25,-2.444622466
657.5,-2.404626267
657.75,-2.364485067
658,-2.324201254
658.25,-1.800177429
658.5,-1.774671281
658.75,-1.749074618
659,-1.723388732
659.25,-2.69072545
659.5,-2.6270448
659.75,-2.563175026
660,-2.499120488
660.25,-3.783488832
660.5,-3.627637927
660.75,-3.471403202
661,-3.314799823
661.25,-3.350658836
661.5,-3.173034405
661.75,-2.995048919
662,-2.816720442
662.25,-2.638067037
662.5,-2.459106765
662.75,-2.27985769
663,-2.100337874
663.25,-0.807248886
663.5,-0.776347114
663.75,-0.745400708
664,-0.714411147
664.25,-0.279103997
664.5,-0.273274657
664.75,-0.267436107
665,-0.261588508
665.25,0.388609187
665.5,0.392713347
665.75,0.396820236
666,0.400929876
666.25,0.927596088
666.5,0.954947511
666.75,0.982325096
667,1.009729439
667.25,3.233461485
667.5,3.500105512
667.75,3.767097863
668,4.034460712
668.25,3.618594513
668.5,3.81021639
668.75,4.002141623
669,4.194383354
669.25,4.999320015
669.5,5.248641434
669.75,5.498432642
670,5.748713258
670.25,5.030892758
670.5,5.208255007
670.75,5.385993452
671,5.564119449
671.25,3.056761513
671.5,3.106127308
671.75,3.155595667
672,3.20516801
672.25,3.254845755
672.5,3.304630323
672.75,3.354523131
673,3.404525599
673.25,3.454639147
673.5,3.504865193
673.75,3.555205157
674,3.605660458
674.25,3.656232515
674.5,3.706922747
674.75,3.757732574
675,3.808663413
675.25,1.094808796
675.5,1.097368435
675.75,1.099930839
676,1.102496011
676.25,0.943020603
676.5,0.944533757
676.75,0.946048146
677,0.947563773
677.25,-1.22332576
677.5,-1.213615119
677.75,-1.203857651
678,-1.194053763
678.25,-3.049690998
678.5,-2.987170961
678.75,-2.924436959
679,-2.861493354
679.25,-3.35607563
679.5,-3.265161171
679.75,-3.173974443
680,-3.082522643
680.25,-3.641335663
680.5,-3.504738799
680.75,-3.367792606
681,-3.230509683
681.25,-2.820213856
681.5,-2.705816737
681.75,-2.5911676
682,-2.476276091
682.25,-0.84138603
682.5,-0.826053079
682.75,-0.810684944
683,-0.795282223
683.25,-1.056022889
683.5,-1.028470658
683.75,-1.000864084
684,-0.973204461
684.25,0.238044492
684.5,0.238044492
684.75,0.238044492
685,0.238044492
685.25,2.116190104
685.5,2.182421974
685.75,2.248748812
686,2.31517307
686.25,2.562613793
686.5,2.639999655
686.75,2.717508963
687,2.795144837
687.25,2.270125405
687.5,2.318027377
687.75,2.366008922
688,2.41407146
688.25,3.004065801
688.5,3.076875082
688.75,3.149818675
689,3.222899352
689.25,2.586448332
689.5,2.630780072
689.75,2.675195026
690,2.719694412
690.25,1.15245357
690.5,1.158742614
690.75,1.165040275
691,1.171346593
691.25,0.678903948
691.5,0.680210007
691.75,0.681517034
692,0.682825033
692.25,1.312085464
692.5,1.320178465
692.75,1.328283492
693,1.336400605
693.25,1.602716745
693.5,1.614988725
693.75,1.627281042
694,1.639593827
694.25,1.121936053
694.5,1.126794398
694.75,1.131659145
695,1.136530316
695.25,-0.400096105
695.5,-0.39830975
695.75,-0.396512233
696,-0.394703617
696.25,-3.214017611
696.5,-3.111881519
696.75,-3.009472254
697,-2.906798178
697.25,-1.634288765
697.5,-1.598783843
697.75,-1.563187363
698,-1.527501222
698.25,-1.626150034
698.5,-1.583722154
698.75,-1.541196682
699,-1.498576003
699.25,-0.606889444
699.5,-0.598744961
699.75,-0.590579493
700,-0.582393308
700.25,-0.164557375
700.5,-0.163636604
700.75,-0.162711529
701,-0.161782176
701.25,0.101859677
701.5,0.101515753
701.75,0.101172517
702,0.100829968
702.25,0.268608325
702.5,0.268608325
702.75,0.268608325
703,0.268608325
703.25,0.18444826
703.5,0.184177546
703.75,0.183907002
704,0.183636629
704.25,-0.384010391
704.5,-0.379694372
704.75,-0.375366931
705,-0.37102819
705.25,-0.892346003
705.5,-0.869930825
705.75,-0.847472871
706,-0.824973112
706.25,-1.169342956
706.5,-1.12239774
706.75,-1.075377816
707,-1.028285846
707.25,-0.791131881
707.5,-0.760206638
707.75,-0.729237532
708,-0.69822604
708.25,-0.171061591
708.5,-0.168456754
708.75,-0.165847091
709,-0.163232664
709.25,0.738301406
709.5,0.756554135
709.75,0.774822942
710,0.793108134
710.25,2.381532151
710.5,2.546423793
710.75,2.711512784
711,2.876809648
711.25,3.118876336
711.5,3.292874357
711.75,3.467124823
712,3.641639089
712.25,0.867612051
712.5,0.875118979
712.75,0.882634455
713,0.89015854
713.25,-0.164557375
713.5,-0.163636604
713.75,-0.162711529
714,-0.161782176
714.25,-1.335154169
714.5,-1.292108523
714.75,-1.248981559
715,-1.205775663
715.25,-2.032629612
715.5,-1.898937669
715.75,-1.76504717
716,-1.630969924
716.25,-0.585218069
716.5,-0.564796868
716.75,-0.544347487
717,-0.523870757
717.25,0.144824367
717.5,0.144824367
717.75,0.144824367
718,0.144824367
718.25,0.637390118
718.5,0.650600051
718.75,0.663821078
719,0.677053378
719.25,1.815368449
719.5,1.91516343
719.75,2.015071034
720,2.115096052
720.25,1.866482048
720.5,1.937533502
720.75,2.008675364
721,2.079910404
721.25,1.83582347
721.5,1.887415368
721.75,1.939078254
722,1.990813772
722.25,1.869308487
722.5,1.912447799
722.75,1.955650345
723,1.998917341
723.25,1.667604686
723.5,1.69585861
723.75,1.724154659
724,1.752493433
724.25,2.884886034
724.5,2.962805099
724.75,3.040860562
725,3.119055541
725.25,3.985395732
725.5,4.10815469
725.75,4.231156174
726,4.35440656
726.25,6.527259496
726.5,6.789620748
726.75,7.052586567
727,7.316177825
727.25,4.779642371
727.5,4.88466468
727.75,4.989938833
728,5.095469621
728.25,4.259698115
728.5,4.330099502
728.75,4.400673105
729,4.471421376
729.25,2.892912747
729.5,2.920343437
729.75,2.947835371
730,2.975389035
730.25,1.150020675
730.5,1.152640325
730.75,1.155262841
731,1.157888229
731.25,0.823806491
731.5,0.824482843
731.75,0.825159515
732,0.825836506
732.25,0.995169544
732.5,0.996725507
732.75,0.998282755
733,0.999841287
733.25,1.001401106
733.5,1.002962214
733.75,1.004524611
734,1.006088299
734.25,1.178112105
734.5,1.180762578
734.75,1.183415969
735,1.186072281
735.25,1.360592721
735.5,1.364543714
735.75,1.368499932
736,1.372461389
736.25,1.723956941
736.5,1.731119238
736.75,1.738293422
737,1.745479532
737.25,1.224470101
737.5,1.227171824
737.75,1.229876547
738,1.232584275
738.25,0.881752178
738.5,0.882456021
738.75,0.8831602
739,0.883864713
739.25,2.843367675
739.5,2.865079184
739.75,2.886839571
740,2.908649143
740.25,2.746625229
740.5,2.76560408
740.75,2.78462499
741,2.803688194
741.25,2.259116797
741.5,2.270633398
741.75,2.282172677
742,2.293734724
742.25,0.9746261
742.5,0.975374242
742.75,0.976122741
743,0.976871599
743.25,0.977620814
743.5,0.978370387
743.75,0.979120319
744,0.979870609
744.25,0.790520749
744.5,0.790520749
744.75,0.790520749
745,0.790520749
745.25,0.980621258
745.5,0.981372265
745.75,0.982123631
746,0.982875357
746.25,1.556332267
746.5,1.560546941
746.75,1.564767386
747,1.568993614
747.25,2.152542356
747.5,2.162067239
747.75,2.171609988
748,2.181170665
748.25,2.387061655
748.5,2.398832703
748.75,2.410627427
749,2.422445919
749.25,1.637408993
749.5,1.641735267
749.75,1.646067528
750,1.650405787
750.25,0.854657008
750.5,0.854657008
750.75,0.854657008
751,0.854657008
751.25,0.655134025
751.5,0.654548613
751.75,0.653963576
752,0.653378915
752.25,0.056629264
752.5,0.055498769
752.75,0.054374249
753,0.053255694
753.25,-0.501680472
753.5,-0.50099638
753.75,-0.500296126
754,-0.499579773
754.25,-0.630647162
754.5,-0.629187164
754.75,-0.627707045
755,-0.626206893
755.25,-1.14064621
755.5,-1.134851055
755.75,-1.129014821
756,-1.123137775
756.25,-2.732631073
756.5,-2.697509263
756.75,-2.662229536
757,-2.626794026
757.25,-4.661456792
757.5,-4.546614672
757.75,-4.43135318
758,-4.315682651
758.25,-5.009028351
758.5,-4.84285988
758.75,-4.676168663
759,-4.508971759
759.25,-4.254834048
759.5,-4.093407258
759.75,-3.931542642
760,-3.769256293
760.25,-3.751398296
760.5,-3.574658092
760.75,-3.397515938
761,-3.219989896
761.25,-3.042098027
761.5,-2.863858397
761.75,-2.685289066
762,-2.506408097
762.25,-1.79818189
762.5,-1.693037533
762.75,-1.587734215
763,-1.482280298
763.25,-0.748093435
763.5,-0.717107567
763.75,-0.686079891
764,-0.655011882
764.25,0.537278211
764.5,0.546245631
764.75,0.555220106
765,0.564201727
765.25,1.904079006
765.5,2.016899046
765.75,2.1298465
766,2.242927181
766.25,2.285595149
766.5,2.392314452
766.75,2.499174811
767,2.60618151
767.25,2.879448309
767.5,3.000294893
767.75,3.121326049
768,3.24254815
768.25,3.267607667
768.5,3.382340331
768.75,3.497270164
769,3.61240298
769.25,5.162529658
769.5,5.383641657
769.75,5.605198888
770,5.827217515
770.25,6.962408256
770.5,7.256573541
770.75,7.551426405
771,7.846991791
771.25,7.235421541
771.5,7.470527944
771.75,7.706245981
772,7.942592918
772.25,8.179586023
772.5,8.417242562
772.75,8.655579803
773,8.894615013
773.25,6.158712498
773.5,6.267361611
773.75,6.376324514
774,6.485605999
774.25,7.382428912
774.5,7.520676819
774.75,7.659354023
775,7.798467495
